Prodno,Product,Year,Month,Sales,Number_of_items
  E40430 ,HotAirBallonlarge,2016,July,2160,2
  E40460 ,TheBirdPalace,2016,July,4200,14
  E10100 ,ClarencetheCowsmall,2017,July,795,1
  E10250 ,BrucetheBullCoolerlarge,2017,July,1735,1
  E10300 ,RogertheRoostersmall,2017,July,570,1
  E10400 ,PriscillathePigsmall,2017,July,715,1
  E10600 ,TheBlindMouse,2017,July,13598,29
  E10720 ,BootheScarecrowsmall,2017,July,2740,2
  E11220 ,SurfDog,2017,July,1300,2
  E11400 ,Whiskerssmall,2017,July,995,1
  E11620 ,BaztheFatherBird,2017,July,0,0
  E11720 ,BubtheBabyElephant,2017,July,820,1
  E12100 ,PetethePelican,2017,July,895,1
  E13110 ,KittytheKat,2017,July,740,2
  E13120 ,DannytheDog,2017,July,740,2
  E17000 ,OwlTrioSetof3,2017,July,5550,5
  E40200 ,LowCoffeeTableMetalTop,2017,July,875,1
  E40305 ,OldSchoolCaravanCoolerAirstream,2017,July,2850,1
  E40306 ,RetroHolidayCaravanCooler,2017,July,2575,1
  E40310Y ,KoolKombiYellow,2017,July,3350,1
  E40312 ,KombiPlanter,2017,July,3885,3
  E40315 ,Pick-UpTruckRed,2017,July,3350,1
  E40335 ,LittleBigChillCooler,2017,July,3190,2
  E40340 ,PetethePelicanBeverageTub,2017,July,1484,1
  E40341 ,TerrencetheTurtle,2017,July,1590,1
  E40342 ,PollytheParrotBeverageTub,2017,July,1395,1
  E40348 ,ConradtheCrabCooler,2017,July,8772.5,6
  E40351 ,ByronLighthouseWineCooler,2017,July,650,1
  E40355 ,FlipFlopWineHolder,2017,July,345,1
  E40358 ,BuildMeUpWineRack,2017,July,345,1
  E40365 ,SilverArrowCooler,2017,July,3350,1
  E40400 ,ButterflyFramedWallPanel,2017,July,3714,4
  E40410 ,DragonflyFramedWallPanel,2017,July,1790,2
  E40411 ,ButterflyStakeSetsmall-Setof10,2017,July,830,2
  E40412 ,ButterflyStakeSetlarge-Setof10,2017,July,590,1
  E40413 ,DragonflyStakeSetsmall-Setof10,2017,July,415,1
  E40420 ,HotAirBallonsmall,2017,July,4223,5
  E40430 ,HotAirBallonlarge,2017,July,2160,2
  E40441 ,MicroTrioPotswithShelf,2017,July,0,1
  E40461 ,BirdHideaway,2017,July,3915,9
  E40462 ,BirdHoliday,2017,July,2625,7
  E40485 ,BondiBalconyPlanterSet,2017,July,1750,2
  E40487 ,AvalonBarrelPlanterSetBlue,2017,July,575,1
  E40500 ,PiggyBank,2017,July,860,2
  E40502 ,ElieBank,2017,July,860,2
  FITK-L-BLK ,"FitKicksActiveFootwear,Black,Large",2017,July,4810,31
  FITK-L-FUS ,"FitKicksActiveFootwear,Pink,Large",2017,July,0,0
  FITK-L-GRY ,"FitKicksActiveFootwear,Gray,Large",2017,July,1386,9
  FITK-L-TRQ ,"FitKicksActiveFootwear,Turquoise,Large",2017,July,616,4
  FITK-M-BLK ,"FitKicksActiveFootwear,Black,Medium",2017,July,4668,31
  FITK-M-FUS ,"FitKicksActiveFootwear,Pink,Medium",2017,July,154,1
  FITK-M-GRY ,"FitKicksActiveFootwear,Gray,Medium",2017,July,1232,8
  FITK-M-TRQ ,"FitKicksActiveFootwear,Turquoise,Medium",2017,July,948,6
  FITK-S-BLK ,"FitKicksActiveFootwear,Black,Small",2017,July,2560,16
  FITK-S-FUS ,"FitKicksActiveFootwear,Pink,Small",2017,July,664,4
  FITK-S-GRY ,"FitKicksActiveFootwear,Gray,Small",2017,July,1434,9
  FITK-S-TRQ ,"FitKicksActiveFootwear,Turquoise,Small",2017,July,1636,10
  FITK-XL-BLK ,"FitKicksActiveFootwear,Black,X-Large",2017,July,1730,12
  FITK-XL-FUS ,"FitKicksActiveFootwear,Pink,X-Large",2017,July,0,0
  FITK-XL-GRY ,"FitKicksActiveFootwear,Gray,X-Large",2017,July,616,4
  FITK-XL-TRQ ,"FitKicksActiveFootwear,Turquoise,X-Large",2017,July,640,4
  FIT-LTEORG ,"FITZIPLightUpWaistPack,Orange",2017,July,166,2
  FIT-LTEPNK ,"FITZIPLightUpWaistPack,Pink",2017,July,332,4
  FIT-LTEYW ,"FITZIPLightUpWaistPack,Yellow",2017,July,747,9
  FITZ-BLK ,"FITZIPWaistPack,Black",2017,July,486,9
  FITZ-TRQ ,"FITZIPWaistPack,Mint",2017,July,378,7
  FKID-L-BLU ,"FitKidsShoes,Blue,Large",2017,July,115,1
  FKID-L-GRY ,"FitKidsShoes,Gray,Large",2017,July,-115,-1
  FKID-L-PNK ,"FitKidsShoes,Pink,Large",2017,July,230,2
  FKID-L-PUR ,"FitKidsShoes,Purple,Large",2017,July,-315,-1
  FKID-M-BLU ,"FitKidsShoes,Blue,Medium",2017,July,-115,-1
  FKID-M-GRY ,"FitKidsShoes,Gray,Medium",2017,July,230,2
  FKID-M-PNK ,"FitKidsShoes,Pink,Medium",2017,July,115,1
  FKID-M-PUR ,"FitKidsShoes,Purple,Medium",2017,July,15,1
  FKID-S-BLU ,"FitKidsShoes,Blue,Small",2017,July,133,1
  FKID-S-GRY ,"FitKidsShoes,Gray,Small",2017,July,0,0
  FKID-S-PNK ,"FitKidsShoes,Pink,Small",2017,July,841,7
  FKID-S-PUR ,"FitKidsShoes,Purple,Small",2017,July,115,1
  FKID-XL-BLU ,"FitKidsShoes,Blue,X-Large",2017,July,-115,-1
  FKID-XL-GRY ,"FitKidsShoes,Gray,X-Large",2017,July,345,3
  FKID-XL-PNK ,"FitKidsShoes,Pink,X-Large",2017,July,0,0
  FKID-XL-PUR ,"FitKidsShoes,Purple,X-Large",2017,July,-85,2
  Ice ,FakeDécor,2017,July,1377.5,19
  MFITK-L-BLK ,"FitKicksMens,Black,Large",2017,July,308,2
  MFITK-L-NAV ,"FitKicksMens,Navy,Large",2017,July,166,1
  MFITK-M-BLK ,"FitKicksMens,Black,Medium",2017,July,-154,-1
  MFITK-M-NAV ,"FitKicksMens,Navy,Medium",2017,July,154,1
  MFITK-S-BLK ,"FitKicksMens,Black,Small",2017,July,154,1
  MFITK-S-NAV ,"FitKicksMens,Navy,Small",2017,July,462,3
  MFITK-XL-BLK ,"FitKicksMens,Black,X-Large",2017,July,462,3
  MFITK-XL-NAV ,"FitKicksMens,Navy,X-Large",2017,July,0,0
  SPFIT-L-CLD ,"FitkicksSpecialEdition,CloudBurst,Large",2017,July,3862,25
  SPFIT-L-GRP ,"FitkicksSpecialEdition,Graphite,Large",2017,July,3554,23
  SPFIT-L-LUS ,"FitkicksSpecialEdition,LushLife,Large",2017,July,3732,24
  SPFIT-L-PRM ,"FitkicksSpecialEdition,Primal,Large",2017,July,2464,16
  SPFIT-M-CLD ,"FitkicksSpecialEdition,CloudBurst,Medium",2017,July,4194,27
  SPFIT-M-GRP ,"FitkicksSpecialEdition,Graphite,Medium",2017,July,3542,24
  SPFIT-M-LUS ,"FitkicksSpecialEdition,LushLife,Medium",2017,July,4478,30
  SPFIT-M-PRM ,"FitkicksSpecialEdition,Primal,Medium",2017,July,2618,17
  SPFIT-S-CLD ,"FitkicksSpecialEdition,CloudBurst,Small",2017,July,3010,19
  SPFIT-S-GRP ,"FitkicksSpecialEdition,Graphite,Small",2017,July,3152,20
  SPFIT-S-LUS ,"FitkicksSpecialEdition,LushLife,Small",2017,July,4586,30
  SPFIT-S-PRM ,"FitkicksSpecialEdition,Primal,Small",2017,July,1564,10
  SPFIT-XL-CLD ,"FitkicksSpecialEdition,CloudBurst,X-large",2017,July,1860,12
  SPFIT-XL-GRP ,"FitkicksSpecialEdition,Graphite,X-Large",2017,July,1848,12
  SPFIT-XL-LUS ,"FitkicksSpecialEdition,LushLife,X-Large",2017,July,-296,-2
  SPFIT-XL-PRM ,"FitkicksSpecialEdition,Primal,X-Large",2017,July,1398,9
  SPFITZ-GRP ,"FITZIPWaistPack,Graphite",2017,July,1026,19
  SPFITZ-LUS ,"FITZIPWaistPack,LushLife",2017,July,1296,24
  E10160 ,ClarencetheCowPlanter,2018,July,1650,1
  E10330 ,ThePixieChicksSetof3,2018,July,6450,10
  E10600 ,TheBlindMouse,2018,July,15600,30
  E10700 ,SidtheSheeplarge,2018,July,1714,1
  E10710 ,SidtheSheepsmall,2018,July,1130,1
  E10800 ,MaisytheDaisysmall,2018,July,255,1
  E11220 ,SurfDog,2018,July,1300,2
  E11250 ,DashTrioDogssetof3,2018,July,2598,2
  E11300 ,RalphDogsmall,2018,July,1030,1
  E11400 ,Whiskerssmall,2018,July,995,1
  E11500 ,Tabitha,2018,July,1830,2
  E11600 ,BillytheBabyBird,2018,July,4115,12
  E11630 ,FlorencetheFlamingoBeverageTub,2018,July,19519,8
  E11900 ,HarrytheHedgehog,2018,July,2895,5
  E13140 ,RingotheRabbit,2018,July,370,1
  E16140 ,ButterflySpheresmall,2018,July,1560,2
  E16150 ,ButterflySpherelarge,2018,July,2060,2
  E16170 ,ButterflyPeaceSign,2018,July,0,0
  E16180 ,ButterflyHeart-Setof3,2018,July,0,0
  E17000 ,OwlTrioSetof3,2018,July,2220,2
  E20240 ,HippiePeaceAnt-Neil,2018,July,630,1
  E21520 ,DragonflyWallPanel,2018,July,430,1
  E40310R ,KoolKombiRed,2018,July,3350,1
  E40351 ,ByronLighthouseWineCooler,2018,July,0,1
  E40355 ,FlipFlopWineHolder,2018,July,1035,3
  E40364 ,BeetleCoolerAqua,2018,July,6700,2
  E40381 ,AlbatrosVintageSeaPlaneBeverageTub,2018,July,1495,1
  E40400 ,ButterflyFramedWallPanel,2018,July,5370,6
  E40410 ,DragonflyFramedWallPanel,2018,July,1790,2
  E40412 ,ButterflyStakeSetlarge-Setof10,2018,July,590,1
  E40420 ,HotAirBallonsmall,2018,July,820,1
  E40430 ,HotAirBallonlarge,2018,July,2160,2
  E40460 ,TheBirdPalace,2018,July,900,3
  E40462 ,BirdHoliday,2018,July,2250,6
  E40489 ,CamillatheCaterpillarPlanter,2018,July,610,1
  E40495 ,RockAroundtheClock,2018,July,0,0
  E40500 ,PiggyBank,2018,July,430,1
  FITK-L-BLK ,"FitKicksActiveFootwear,Black,Large",2018,July,154,1
  FITK-L-FUS ,"FitKicksActiveFootwear,Pink,Large",2018,July,616,4
  FITK-L-GRY ,"FitKicksActiveFootwear,Gray,Large",2018,July,154,1
  FITK-L-TRQ ,"FitKicksActiveFootwear,Turquoise,Large",2018,July,924,6
  FITK-M-BLK ,"FitKicksActiveFootwear,Black,Medium",2018,July,1694,11
  FITK-M-FUS ,"FitKicksActiveFootwear,Pink,Medium",2018,July,1540,10
  FITK-M-TRQ ,"FitKicksActiveFootwear,Turquoise,Medium",2018,July,924,6
  FITK-S-BLK ,"FitKicksActiveFootwear,Black,Small",2018,July,154,1
  FITK-S-FUS ,"FitKicksActiveFootwear,Pink,Small",2018,July,1694,11
  FITK-S-GRY ,"FitKicksActiveFootwear,Gray,Small",2018,July,462,3
  FITK-S-TRQ ,"FitKicksActiveFootwear,Turquoise,Small",2018,July,308,2
  FITK-XL-BLK ,"FitKicksActiveFootwear,Black,X-Large",2018,July,616,4
  FITK-XL-FUS ,"FitKicksActiveFootwear,Pink,X-Large",2018,July,1078,7
  FITK-XL-GRY ,"FitKicksActiveFootwear,Gray,X-Large",2018,July,664,4
  FITK-XL-TRQ ,"FitKicksActiveFootwear,Turquoise,X-Large",2018,July,462,3
  FIT-LTEORG ,"FITZIPLightUpWaistPack,Orange",2018,July,0,0
  FITW-BLK ,"FITWRISTWallet,Black",2018,July,0,0
  FITW-FUS ,"FITWRISTWallet,Pink",2018,July,0,0
  FITW-GRY ,"FITWRISTWallet,Gray",2018,July,0,0
  FITW-TRQ ,"FITWRISTWallet,Turquoise",2018,July,0,0
  FITZ-BLK ,"FITZIPWaistPack,Black",2018,July,49,1
  FITZ-GRY ,"FITZIPWaistPack,Gray",2018,July,343,7
  FKID-L-BLU ,"FitKidsShoes,Blue,Large",2018,July,1608,14
  FKID-L-GRY ,"FitKidsShoes,Gray,Large",2018,July,460,4
  FKID-L-PNK ,"FitKidsShoes,Pink,Large",2018,July,1148,10
  FKID-L-PUR ,"FitKidsShoes,Purple,Large",2018,July,1150,10
  FKID-M-BLU ,"FitKidsShoes,Blue,Medium",2018,July,1475,13
  FKID-M-GRY ,"FitKidsShoes,Gray,Medium",2018,July,690,6
  FKID-M-PNK ,"FitKidsShoes,Pink,Medium",2018,July,1590,14
  FKID-M-PUR ,"FitKidsShoes,Purple,Medium",2018,July,460,4
  FKID-S-BLU ,"FitKidsShoes,Blue,Small",2018,July,1250,11
  FKID-S-GRY ,"FitKidsShoes,Gray,Small",2018,July,938,8
  FKID-S-PNK ,"FitKidsShoes,Pink,Small",2018,July,808,7
  FKID-S-PUR ,"FitKidsShoes,Purple,Small",2018,July,345,3
  FKID-XL-BLU ,"FitKidsShoes,Blue,X-Large",2018,July,1705,15
  FKID-XL-GRY ,"FitKidsShoes,Gray,X-Large",2018,July,345,3
  FKID-XL-PNK ,"FitKidsShoes,Pink,X-Large",2018,July,1245,11
  FKID-XL-PUR ,"FitKidsShoes,Purple,X-Large",2018,July,1265,11
  Ice ,FakeDécor,2018,July,1425,15
  MFITK-L-BLK ,"FitKicksMens,Black,Large",2018,July,154,1
  MFITK-L-NAV ,"FitKicksMens,Navy,Large",2018,July,3138,21
  MFITK-M-BLK ,"FitKicksMens,Black,Medium",2018,July,2310,15
  MFITK-M-NAV ,"FitKicksMens,Navy,Medium",2018,July,2348,16
  MFITK-S-BLK ,"FitKicksMens,Black,Small",2018,July,770,5
  MFITK-S-NAV ,"FitKicksMens,Navy,Small",2018,July,700,5
  MFITK-XL-BLK ,"FitKicksMens,Black,X-Large",2018,July,0,0
  MFITK-XL-NAV ,"FitKicksMens,Navy,X-Large",2018,July,2000,14
  SPFIT-L-CLD ,"FitkicksSpecialEdition,CloudBurst,Large",2018,July,770,5
  SPFIT-L-CPA ,"FitkicksSpecialEdition,CocoPalm,Large",2018,July,2684,18
  SPFIT-L-GRP ,"FitkicksSpecialEdition,Graphite,Large",2018,July,2404,16
  SPFIT-L-LUS ,"FitkicksSpecialEdition,LushLife,Large",2018,July,2026,13
  SPFIT-L-PRM ,"FitkicksSpecialEdition,Primal,Large",2018,July,0,0
  SPFIT-M-CLD ,"FitkicksSpecialEdition,CloudBurst,Medium",2018,July,1694,11
  SPFIT-M-CPA ,"FitkicksSpecialEdition,CocoPalm,Medium",2018,July,2044,14
  SPFIT-M-GRP ,"FitkicksSpecialEdition,Graphite,Medium",2018,July,2404,16
  SPFIT-M-LUS ,"FitkicksSpecialEdition,LushLife,Medium",2018,July,3104,20
  SPFIT-M-PRM ,"FitkicksSpecialEdition,Primal,Medium",2018,July,1256,8
  SPFIT-S-CLD ,"FitkicksSpecialEdition,CloudBurst,Small",2018,July,462,3
  SPFIT-S-CPA ,"FitkicksSpecialEdition,CocoPalm,Small",2018,July,3020,20
  SPFIT-S-DPR ,"FitkicksSpecialEdition,DeepRythm,Small",2018,July,924,6
  SPFIT-S-GRP ,"FitkicksSpecialEdition,Graphite,Small",2018,July,1133.6,8
  SPFIT-S-LUS ,"FitkicksSpecialEdition,LushLife,Small",2018,July,308,2
  SPFIT-S-PRM ,"FitkicksSpecialEdition,Primal,Small",2018,July,308,2
  SPFIT-XL-CLD ,"FitkicksSpecialEdition,CloudBurst,X-large",2018,July,616,4
  SPFIT-XL-CPA ,"FitkicksSpecialEdition,CocoPalm,X-Large",2018,July,1984,13
  SPFIT-XL-DPR ,"FitkicksSpecialEdition,DeepRythm,X-Large",2018,July,308,2
  SPFIT-XL-GRP ,"FitkicksSpecialEdition,Graphite,X-Large",2018,July,420,3
  SPFIT-XL-LUS ,"FitkicksSpecialEdition,LushLife,X-Large",2018,July,1564,10
  SPFIT-XL-PRM ,"FitkicksSpecialEdition,Primal,X-Large",2018,July,0,0
  SPFITZ-GRP ,"FITZIPWaistPack,Graphite",2018,July,0,0
  SPFITZ-LUS ,"FITZIPWaistPack,LushLife",2018,July,81.8,2
  CR1100 ,MadamBunnykin,2019,July,480,2
  CR1105 ,MissBunnykin,2019,July,720,3
  CR1110 ,SirBunnykin,2019,July,720,3
  CR1200 ,DownwardDog,2019,July,1980,9
  CR1205 ,IAmAGoodDoggy,2019,July,2420,11
  CR1300 ,HappyHen,2019,July,480,2
  CR1305 ,RockingRooster,2019,July,540,2
  CR1320 ,CockadoodleDoo&#x27;sTrumpeter,2019,July,600,3
  CR1325 ,CockadoodleDoo&#x27;sSaxPlayer,2019,July,600,3
  CR1330 ,CockadoodleDoo&#x27;sViolinist,2019,July,400,2
  CR1335 ,CockadoodleDoo&#x27;sGuitarist,2019,July,600,3
  CR1340 ,IronFrogwithWateringCan,2019,July,1350,5
  CR1350 ,CowRainReady,2019,July,3200,8
  CR1351 ,CowScholar,2019,July,1600,4
  CR1410 ,NewsworthyDeerSmall,2019,July,300,2
  CR1411 ,NewsworthyDeerLarge,2019,July,440,2
  CR7028 ,PigOutMoneyBox,2019,July,1215,9
  CRN1006 ,PadMePondFrog,2019,July,2200,11
  CRN2006 ,FrogKingwithBucket,2019,July,0,0
  CRN2007 ,OwltheWiseSmall,2019,July,660,6
  CRN2008 ,OwltheWiseMedium,2019,July,600,5
  E10330 ,ThePixieChicksSetof3,2019,July,2085,3
  E10600 ,TheBlindMouse,2019,July,6756,12
  E11200 ,HoundDogsmall,2019,July,976.5,1
  E11201 ,TravistheTrout,2019,July,1050,1
  E11220 ,SurfDog,2019,July,1300,2
  E11610 ,BarbtheMotherBird,2019,July,1295,1
  E11630 ,FlorencetheFlamingoBeverageTub,2019,July,2635,1
  E11900 ,HarrytheHedgehog,2019,July,1908,3
  E12200 ,BozotheClownFish,2019,July,695,1
  E40315 ,Pick-UpTruckRed,2019,July,3650,1
  E40348 ,ConradtheCrabCooler,2019,July,3190,2
  E40349 ,FreddytheFrog,2019,July,2790,2
  E40364Y ,BeetleCoolerYellow,2019,July,3650,1
  E40392 ,UptheCreekCanoe,2019,July,2093,8
  E40411 ,ButterflyStakeSetsmall-Setof10,2019,July,450,1
  E40412 ,ButterflyStakeSetlarge-Setof10,2019,July,455,1
  E40413 ,DragonflyStakeSetsmall-Setof10,2019,July,450,1
  FITK-L-BLK ,"FitKicksActiveFootwear,Black,Large",2019,July,-154,-1
  FITK-L-GRY ,"FitKicksActiveFootwear,Gray,Large",2019,July,308,2
  FITK-L-TRQ ,"FitKicksActiveFootwear,Turquoise,Large",2019,July,332,2
  FITK-M-BLK ,"FitKicksActiveFootwear,Black,Medium",2019,July,1138,7
  FITK-M-GRY ,"FitKicksActiveFootwear,Gray,Medium",2019,July,806,5
  FITK-S-BLK ,"FitKicksActiveFootwear,Black,Small",2019,July,154,1
  FITK-S-TRQ ,"FitKicksActiveFootwear,Turquoise,Small",2019,July,308,2
  FITK-XL-BLK ,"FitKicksActiveFootwear,Black,X-Large",2019,July,308,2
  FITK-XL-GRY ,"FitKicksActiveFootwear,Gray,X-Large",2019,July,308,2
  FITZ-BLK ,"FITZIPWaistPack,Black",2019,July,294,6
  FITZ-FUS ,"FITZIPWaistPack,Pink",2019,July,294,6
  FITZ-GRY ,"FITZIPWaistPack,Gray",2019,July,294,6
  FITZ-TRQ ,"FITZIPWaistPack,Mint",2019,July,294,6
  FKID-L-PNK ,"FitKidsShoes,Pink,Large",2019,July,230,2
  FKID-L-PUR ,"FitKidsShoes,Purple,Large",2019,July,602,5
  FKID-M-GRY ,"FitKidsShoes,Gray,Medium",2019,July,372,3
  FKID-M-PNK ,"FitKidsShoes,Pink,Medium",2019,July,230,2
  FKID-M-PUR ,"FitKidsShoes,Purple,Medium",2019,July,230,2
  FKID-S-BLU ,"FitKidsShoes,Blue,Small",2019,July,478,4
  FKID-S-PNK ,"FitKidsShoes,Pink,Small",2019,July,230,2
  FKID-S-PUR ,"FitKidsShoes,Purple,Small",2019,July,478,4
  MEV1001 ,WallHangingFlowerTub,2019,July,1585,1
  MFIT_XL_BRO ,"FitKicksMens,BattleRoyale,X-Large",2019,July,308,2
  MFITK-L-BLK ,"FitKicksMens,Black,Large",2019,July,308,2
  MFITK-M-BLK ,"FitKicksMens,Black,Medium",2019,July,308,2
  MFITK-S-BLK ,"FitKicksMens,Black,Small",2019,July,308,2
  MFIT-L-BRO ,"FitKicksMens,BattleRoyale,Large",2019,July,308,2
  MFIT-L-HFR ,"FitKicksMens,HighFrequency,Large",2019,July,640,4
  MFIT-M-BRO ,"FitKicksMens,BattleRoyale,Medium",2019,July,308,2
  MFIT-M-HFR ,"FitKicksMens,HighFrequency,Medium",2019,July,308,2
  MFIT-S-BRO ,"FitKicksMens,BattleRoyale,Small",2019,July,308,2
  MFIT-S-HFR ,"FitKicksMens,HighFrequency,Small",2019,July,308,2
  MFIT-XL-HFR ,"FitKicksMens,HighFrequency,X-Large",2019,July,640,4
  SPFIT-L-CLD ,"FitkicksSpecialEdition,CloudBurst,Large",2019,July,640,4
  SPFIT-L-DPR ,"FitkicksSpecialEdition,DeepRythm,Large",2019,July,498,3
  SPFIT-L-LUS ,"FitkicksSpecialEdition,LushLife,Large",2019,July,640,4
  SPFIT-M-CLD ,"FitkicksSpecialEdition,CloudBurst,Medium",2019,July,308,2
  SPFIT-M-CPA ,"FitkicksSpecialEdition,CocoPalm,Medium",2019,July,308,2
  SPFIT-M-DPR ,"FitkicksSpecialEdition,DeepRythm,Medium",2019,July,498,3
  SPFIT-M-GRP ,"FitkicksSpecialEdition,Graphite,Medium",2019,July,308,2
  SPFIT-M-LUS ,"FitkicksSpecialEdition,LushLife,Medium",2019,July,308,2
  SPFIT-M-PRM ,"FitkicksSpecialEdition,Primal,Medium",2019,July,498,3
  SPFIT-S-CLD ,"FitkicksSpecialEdition,CloudBurst,Small",2019,July,308,2
  SPFIT-S-LUS ,"FitkicksSpecialEdition,LushLife,Small",2019,July,308,2
  SPFIT-XL-DPR ,"FitkicksSpecialEdition,DeepRythm,X-Large",2019,July,332,2
  SPFIT-XL-LUS ,"FitkicksSpecialEdition,LushLife,X-Large",2019,July,308,2
916153,BuddytheBirdfeeder,2020,July,626,2
  CR1200 ,DownwardDog,2020,July,1363.52,6
  CR1205 ,IAmAGoodDoggy,2020,July,660,3
  CR1210 ,DagwoodDog,2020,July,647.52,1
  CR1300 ,HappyHen,2020,July,240,1
  CR1305 ,RockingRooster,2020,July,270,1
  CR1310 ,HippieHen,2020,July,200,1
  CR1320 ,CockadoodleDoo&#x27;sTrumpeter,2020,July,560,4
  CR1325 ,CockadoodleDoo&#x27;sSaxPlayer,2020,July,840,6
  CR1330 ,CockadoodleDoo&#x27;sViolinist,2020,July,560,4
  CR1335 ,CockadoodleDoo&#x27;sGuitarist,2020,July,420,3
  CR1350 ,CowRainReady,2020,July,400,1
  CR1351 ,CowScholar,2020,July,400,1
  CR2100 ,LightTheWayLantern,2020,July,540,1
  CRN1006 ,PadMePondFrog,2020,July,239.52,1
  E10110 ,ClarencetheCowmedium,2020,July,925.65,1
  E10200 ,BrucetheBullsmall,2020,July,950,1
  E10250 ,BrucetheBullCoolerlarge,2020,July,2250,1
  E10600 ,TheBlindMouse,2020,July,8963,16
  E10720 ,BootheScarecrowsmall,2020,July,1370,1
  E11250 ,DashTrioDogssetof3,2020,July,2598,2
  E11600 ,BillytheBabyBird,2020,July,1945,5
  E11630 ,FlorencetheFlamingoBeverageTub,2020,July,15810,6
  E11701 ,SimontheSlingshotSquirrel,2020,July,750,1
  E11800 ,CheekyMonkeyFat/1,2020,July,519,1
  E12200 ,BozotheClownFish,2020,July,695,1
  E17000 ,OwlTrioSetof3,2020,July,1110,1
  E40210 ,LowLounger,2020,July,2373,2
  E40306 ,RetroHolidayCaravanCooler,2020,July,2750,1
  E40310O ,KoolKombiOrange,2020,July,3650,1
  E40310R ,KoolKombiRed,2020,July,3650,1
  E40312 ,KombiPlanter,2020,July,1450,1
  E40340 ,PetethePelicanBeverageTub,2020,July,1195,1
  E40364 ,BeetleCoolerAqua,2020,July,7300,2
  E40365 ,SilverArrowCooler,2020,July,3650,1
  E40381 ,AlbatrosVintageSeaPlaneBeverageTub,2020,July,3061,2
  E40410 ,DragonflyFramedWallPanel,2020,July,0,0
  E40416 ,DragonflyStakeSetlarge-Setof10,2020,July,1300,2
  E40460 ,TheBirdPalace,2020,July,760,2
  E40462 ,BirdHoliday,2020,July,830,2
  E40464 ,TheBrokenEggBirdfeeder,2020,July,552,1
  EC4000 ,CuckoosNestBirdHouse,2020,July,740,3
  FITK-L-BLK ,"FitKicksActiveFootwear,Black,Large",2020,July,166,1
  FITK-L-FUS ,"FitKicksActiveFootwear,Pink,Large",2020,July,0,0
  FITK-M-BLK ,"FitKicksActiveFootwear,Black,Medium",2020,July,0,0
  FITK-M-FUS ,"FitKicksActiveFootwear,Pink,Medium",2020,July,498,3
  FITK-M-GRY ,"FitKicksActiveFootwear,Gray,Medium",2020,July,166,1
  FITK-S-BLK ,"FitKicksActiveFootwear,Black,Small",2020,July,0,0
  FITK-S-FUS ,"FitKicksActiveFootwear,Pink,Small",2020,July,332,2
  FITK-S-TRQ ,"FitKicksActiveFootwear,Turquoise,Small",2020,July,332,2
  FITK-XL-BLK ,"FitKicksActiveFootwear,Black,X-Large",2020,July,166,1
  FITK-XL-FUS ,"FitKicksActiveFootwear,Pink,X-Large",2020,July,0,0
  FITZ-TRQ ,"FITZIPWaistPack,Mint",2020,July,0,0
  FKID-L-BLU ,"FitKidsShoes,Blue,Large",2020,July,124,1
  FKID-L-PNK ,"FitKidsShoes,Pink,Large",2020,July,124,1
  FKID-L-PUR ,"FitKidsShoes,Purple,Large",2020,July,124,1
  FKID-M-BLU ,"FitKidsShoes,Blue,Medium",2020,July,124,1
  FKID-M-GRY ,"FitKidsShoes,Gray,Medium",2020,July,124,1
  FKID-M-PUR ,"FitKidsShoes,Purple,Medium",2020,July,124,1
  FKID-S-BLU ,"FitKidsShoes,Blue,Small",2020,July,124,1
  FKID-S-GRY ,"FitKidsShoes,Gray,Small",2020,July,124,1
  FKID-S-PNK ,"FitKidsShoes,Pink,Small",2020,July,124,1
  FKID-S-PUR ,"FitKidsShoes,Purple,Small",2020,July,124,1
  FKID-XL-BLU ,"FitKidsShoes,Blue,X-Large",2020,July,124,1
  FKID-XL-PNK ,"FitKidsShoes,Pink,X-Large",2020,July,124,1
  FKID-XL-PUR ,"FitKidsShoes,Purple,X-Large",2020,July,0,0
  Ice ,FakeDécor,2020,July,504,6
  MFITK-L-BLK ,"FitKicksMens,Black,Large",2020,July,332,2
  MFITK-M-BLK ,"FitKicksMens,Black,Medium",2020,July,332,2
  MFIT-L-BRO ,"FitKicksMens,BattleRoyale,Large",2020,July,0,0
  MFIT-M-BRO ,"FitKicksMens,BattleRoyale,Medium",2020,July,0,0
  MFIT-S-BRO ,"FitKicksMens,BattleRoyale,Small",2020,July,0,0
  MFIT-S-HFR ,"FitKicksMens,HighFrequency,Small",2020,July,332,2
  SPFIT-L-CLD ,"FitkicksSpecialEdition,CloudBurst,Large",2020,July,0,0
  SPFIT-L-LUS ,"FitkicksSpecialEdition,LushLife,Large",2020,July,166,1
  SPFIT-L-PRM ,"FitkicksSpecialEdition,Primal,Large",2020,July,166,1
  SPFIT-M-CPA ,"FitkicksSpecialEdition,CocoPalm,Medium",2020,July,166,1
  SPFIT-M-DPR ,"FitkicksSpecialEdition,DeepRythm,Medium",2020,July,166,1
  SPFIT-M-LUS ,"FitkicksSpecialEdition,LushLife,Medium",2020,July,0,0
  SPFIT-M-PRM ,"FitkicksSpecialEdition,Primal,Medium",2020,July,0,0
  SPFIT-S-CLD ,"FitkicksSpecialEdition,CloudBurst,Small",2020,July,166,1
  SPFIT-S-LUS ,"FitkicksSpecialEdition,LushLife,Small",2020,July,166,1
  E10120 ,ClarencetheCowlarge,2015,August,618,1
